Parcel ID,Latitude (generated),Longitude (generated)
916384150,41.99425822,-93.65147502
916384100,41.99315417,-93.65150763
916384080,41.99366566,-93.65081566
916384070,41.99382157,-93.65080975
916384050,41.99418465,-93.65083352
916382120,41.99376672,-93.6527713
916382110,41.99342686,-93.65288187
916382100,41.99312851,-93.65190137
916382010,41.99502552,-93.65198688
916380070,41.99393725,-93.65349088
916380060,41.9941852,-93.65344316
916326090,42.00034212,-93.64946672
916326040,41.99857975,-93.64940485
916326010,41.99761217,-93.64945489
916325080,41.99906473,-93.65018733
916226090,42.00399906,-93.64394045
916226030,42.00436525,-93.64479265
916225130,42.00473692,-93.64549796
916176125,42.00135706,-93.65183438
916176030,42.00207639,-93.64942113
916125425,41.99887451,-93.65796839
916125360,41.99778765,-93.65789202
914478110,41.99399857,-93.60204197
914478100,41.99424267,-93.60166597
914478045,41.99476313,-93.60084314
914478020,41.99518935,-93.6007068
914476520,41.99625579,-93.60456926
914476500,41.99625482,-93.60393227
914476450,41.99625469,-93.60251232
914476430,41.99625463,-93.60194579
914476380,41.99546862,-93.60214254
914476330,41.99547533,-93.60273936
914476130,41.99571315,-93.60134769
914476080,41.99669591,-93.60162647
914476050,41.99670158,-93.60243942
914476020,41.99670725,-93.60326158
914476010,41.99670914,-93.60353744
914475090,41.9972224,-93.60136975
914475030,41.99723392,-93.60302875
914475020,41.99723581,-93.60330095
914475010,41.99723769,-93.6035787
914474070,41.99518691,-93.60338165
914474020,41.99572607,-93.60388985
914467050,41.99724483,-93.60450075
914467040,41.9972472,-93.60481343
914465060,41.99705954,-93.60737448
914465055,41.99683012,-93.60737966
914465020,41.99668787,-93.60665789
914460110,41.99617948,-93.60744287
914460020,41.99539701,-93.60726173
914453045,41.99490295,-93.60594259
914452190,41.99395651,-93.60740465
914452120,41.99404306,-93.60576748
914452090,41.99440383,-93.60533747
914452060,41.99456345,-93.60607777
913350030,41.9970343,-93.59962646
911370540,42.00917408,-93.61590852
911370530,42.00906028,-93.61595917
911370520,42.0087904,-93.61597538
911370510,42.00867075,-93.61598415
911370500,42.00866959,-93.61656269
911370490,42.00878912,-93.61657427
911370460,42.00954996,-93.61519345
911370450,42.00950942,-93.61535479
911370430,42.0095377,-93.61572469
911370410,42.00953661,-93.61609789
911226030,42.02221195,-93.60393063
911226010,42.02180035,-93.60392825
911225110,42.02205616,-93.60465087
911204100,42.02132415,-93.60802854
911204090,42.02132708,-93.60827142
911202100,42.02194432,-93.60687689
911175440,42.01932322,-93.61445608
911175430,42.01931463,-93.6142486
911175360,42.0186685,-93.61488017
911128180,42.02120755,-93.61495093
911128020,42.02141088,-93.61487151
911128010,42.02141088,-93.61510294
911104060,42.01951838,-93.61576358
911103060,42.01971507,-93.61721333
911103050,42.01995972,-93.61720651
911102180,42.02145318,-93.61661462
911102170,42.02134286,-93.61647133
911102090,42.02035218,-93.61561931
910251050,42.01775455,-93.62559152
910226060,42.02125979,-93.62491778
910226040,42.02084819,-93.62491058
910207110,42.0196902,-93.62631987
910206110,42.02010881,-93.62709607
910206010,42.01938344,-93.62787379
910205130,42.02121871,-93.62622223
910205120,42.02103403,-93.62618919
910205020,42.02143965,-93.62552301
910205010,42.02139028,-93.62588292
910204090,42.02060848,-93.62790365
910204050,42.02089006,-93.62719944
910203290,42.02115703,-93.6292156
910203250,42.02050169,-93.62920579
910203230,42.02018676,-93.62920122
910203100,42.0203434,-93.62868601
910203090,42.02050626,-93.62868838
910203020,42.02135664,-93.62908944
910202100,42.02176744,-93.6255171
910202070,42.02226107,-93.62575809
910202060,42.022399,-93.62561108
910202050,42.02250969,-93.62551283
910202030,42.02266261,-93.62559853
910201180,42.02231294,-93.62788695
910201130,42.02180712,-93.62745055
910201110,42.02187867,-93.62711819
910201050,42.02255638,-93.62741069
910201020,42.02261428,-93.62796357
910200110,42.02172288,-93.62922353
910200080,42.02200185,-93.62871021
910200060,42.02229904,-93.62872032
910200040,42.02262885,-93.62864468
910200020,42.02254138,-93.62910345
909475300,42.00909947,-93.64356853
909475230,42.00981039,-93.641601
909475140,42.01054667,-93.64116655
909475070,42.01006821,-93.64361723
909475050,42.01070642,-93.64360528
909475040,42.01092974,-93.64367501
909475020,42.01142819,-93.6439218
909455060,42.00917719,-93.64656105
909455040,42.0091394,-93.64627971
909455030,42.00913336,-93.64613727
909452114,42.01036059,-93.64555653
909452102,42.01169594,-93.64590828
909452050,42.01044354,-93.64463351
909451180,42.00953972,-93.646605
909451150,42.00952996,-93.64632408
909451140,42.00949711,-93.64622753
909451130,42.00950113,-93.64613708
909451100,42.00993461,-93.64604499
909451040,42.00989402,-93.64680107
909451020,42.00986769,-93.64697935
909428340,42.01168613,-93.64191861
909428280,42.01122565,-93.64040596
909428240,42.01224266,-93.63970814
909428190,42.01239882,-93.64141297
909428180,42.01250213,-93.6415598
909428170,42.01267212,-93.64152433
909428120,42.01290836,-93.639763
909428110,42.01334446,-93.63968528
909427230,42.01432386,-93.64248173
909427200,42.0140349,-93.64207233
909426090,42.01527529,-93.64131301
909426080,42.01527511,-93.6410352
909426060,42.01530979,-93.64048787
909425270,42.01454237,-93.64387206
909425180,42.01242423,-93.64376521
909425140,42.01245745,-93.64320819
909425130,42.01271259,-93.64313536
909425120,42.01297041,-93.64333844
909425085,42.01398669,-93.64324757
909425060,42.0143185,-93.64330852
909425010,42.01536343,-93.64378411
909282130,42.0157727,-93.63976903
909282110,42.01582463,-93.64010486
909282060,42.01584426,-93.64168182
909282030,42.01584773,-93.64248027
909282020,42.01570225,-93.6427763
909281130,42.01690259,-93.64079457
909281110,42.01649338,-93.64082487
909281080,42.01633216,-93.63996791
909281030,42.01734271,-93.63972508
909281020,42.01730547,-93.63995822
909281010,42.01712829,-93.64025925
909280070,42.01650855,-93.64217997
909280030,42.01669768,-93.64144759
909279080,42.0169566,-93.64276527
909279040,42.01634911,-93.64377728
909279010,42.01579513,-93.64395971
909278020,42.01695355,-93.64397135
909277100,42.01768208,-93.6402442
909277090,42.01773755,-93.63993494
909277070,42.01805394,-93.63975379
909277040,42.01838002,-93.64035275
909276210,42.01892108,-93.64219075
909276200,42.01863138,-93.64221532
909276170,42.01868276,-93.64151372
909276160,42.01873877,-93.64127705
909276110,42.01924234,-93.63995407
909276070,42.01954063,-93.64041071
909276010,42.01919834,-93.6420304
909275310,42.01938417,-93.64362424
909275250,42.0180963,-93.64350959
909275230,42.01771695,-93.64404053
909275160,42.01777363,-93.64209555
909275110,42.01878284,-93.64288376
909275080,42.01912477,-93.6430418
909275050,42.01962755,-93.64286602
909275040,42.01986781,-93.64288181
909275030,42.01997039,-93.64322831
909275020,42.01999599,-93.64353982
909257050,42.01577904,-93.64545432
909256120,42.0155656,-93.64667698
909256060,42.01577892,-93.64756459
909256020,42.01589375,-93.64831659
909256010,42.0156508,-93.64816544
909254150,42.01627164,-93.6460846
909254140,42.01634576,-93.64582746
909254130,42.01639525,-93.64568947
909254100,42.01639732,-93.64503937
909254090,42.01627365,-93.64471475
909254070,42.01657158,-93.6447701
909254050,42.01686993,-93.64472237
909254010,42.0167398,-93.64569367
909253190,42.01656463,-93.64815105
909253180,42.01642962,-93.64819402
909253080,42.0165948,-93.64685611
909253010,42.01675016,-93.64792231
909252220,42.01768221,-93.64583331
909252170,42.0172483,-93.6456688
909252150,42.01716505,-93.64520485
909252110,42.01768995,-93.64492857
909252020,42.01890882,-93.6459677
909252010,42.01890724,-93.64618846
909251170,42.017398,-93.64820487
909251090,42.01741488,-93.64678041
909251080,42.01759255,-93.64671775
909251050,42.01764685,-93.64727618
909251040,42.01768275,-93.64750096
909251030,42.01765581,-93.64770661
909250230,42.0186376,-93.6482198
909250220,42.01843878,-93.6481964
909250210,42.01825008,-93.6482426
909250200,42.01809502,-93.6483052
909250160,42.01832121,-93.64747426
909250150,42.01832175,-93.64727484
909250120,42.01840257,-93.64672775
909250080,42.01887768,-93.64698752
909250070,42.01881112,-93.64714532
909250060,42.01872311,-93.64732707
909250040,42.01874335,-93.64773208
909250030,42.01877821,-93.64792322
909201180,42.01939325,-93.64825028
909179020,42.01590289,-93.65212268
909178160,42.0165873,-93.64890555
909177120,42.01630583,-93.65137476
909177100,42.0163883,-93.65076203
909176180,42.01828153,-93.6512851
909176170,42.0181169,-93.65128333
909176150,42.01778759,-93.65137189
909176140,42.01785171,-93.65103862
909176080,42.01861102,-93.65056175
909175100,42.01696415,-93.65210567
909175080,42.01729347,-93.65210914
909175050,42.01795197,-93.65211603
909175030,42.01828128,-93.65211951
909131170,42.01947816,-93.64915039
909131125,42.02025972,-93.64879859
909129090,42.01992029,-93.65203917
909103020,42.02062237,-93.65623089
909101330,42.0214285,-93.65879371
909101190,42.02127393,-93.65586561
909101180,42.02143221,-93.65586811
909101140,42.02180962,-93.65616604
909101100,42.02180846,-93.65714124
909101080,42.0218087,-93.6574725
909101070,42.02180846,-93.65763865
909101060,42.02180864,-93.65780449
909101050,42.02180895,-93.65797028
909101010,42.02180925,-93.65892189
909100170,42.02235512,-93.65741246
909100150,42.02234835,-93.65696338
909100110,42.02231392,-93.65588353
909100080,42.02252218,-93.65642001
908276230,42.01941117,-93.66305082
908276150,42.01792491,-93.66316297
908276140,42.01802737,-93.66269701
908275300,42.01754891,-93.66315901
908275290,42.01755281,-93.66352075
908275280,42.01772798,-93.66380813
908275240,42.01845944,-93.66381495
908275220,42.01878321,-93.66381794
908275200,42.01913434,-93.66380691
908275180,42.01945555,-93.66382416
908275130,42.01975127,-93.66427476
908275110,42.01937808,-93.66427129
908275090,42.01900488,-93.66426781
908275040,42.01820912,-93.66426044
908250100,42.01811806,-93.66683265
908250090,42.01812885,-93.66654326
908250040,42.01816987,-93.66543823
908250030,42.01802121,-93.66509765
908229020,42.02132701,-93.65938133
908228040,42.02120719,-93.6607243
908228010,42.02121785,-93.66138738
908227040,42.02208871,-93.65956784
908227030,42.02229191,-93.65947836
908227010,42.02243661,-93.65962751
908226180,42.02220677,-93.66139042
908226130,42.02193103,-93.66094829
908226120,42.02192768,-93.66072936
908225370,42.02181693,-93.66435576
908225320,42.02098399,-93.66428616
908225310,42.02085075,-93.66430261
908225290,42.02052162,-93.66429225
908225240,42.02067832,-93.66386895
908225180,42.02028331,-93.6627262
908225170,42.02026447,-93.66249923
908208020,42.01994979,-93.66791171
908204180,42.0199415,-93.66537789
908204160,42.01953551,-93.66537283
908204090,42.01866704,-93.66635547
908203100,42.0195964,-93.66631543
908203090,42.01942123,-93.66631329
908201120,42.02038863,-93.66538295
908201110,42.02029635,-93.66504175
908201100,42.02047512,-93.66504346
908201040,42.02210254,-93.66523442
908188150,42.01864497,-93.66992933
908188140,42.01864558,-93.6700324
908188130,42.01864613,-93.67012072
908188120,42.01864668,-93.67020903
908188110,42.01861852,-93.67030417
908186090,42.01908345,-93.66983651
908186080,42.01908424,-93.66996529
908186070,42.01908503,-93.67009402
908186060,42.01908582,-93.67022287
908186050,42.01908662,-93.67035165
908186040,42.01908741,-93.67048044
908178050,42.01867094,-93.67142218
908154080,42.01737197,-93.67559219
908152290,42.01886665,-93.67357932
908152280,42.01869654,-93.67357762
908152270,42.01852527,-93.67357597
908152260,42.01835296,-93.67353117
908152180,42.01923363,-93.67458689
908152110,42.01878607,-93.67494832
908152100,42.01898367,-93.67494631
908152080,42.01941532,-93.67497477
908152070,42.01974957,-93.67505443
908152060,42.01967813,-93.67470373
908152035,42.01958921,-93.67393887
908151050,42.01875316,-93.67549723
908151040,42.0187467,-93.67578455
908130020,42.02085234,-93.6710577
908128110,42.01914757,-93.67274163
908128100,42.01911459,-93.67253007
908128060,42.01902457,-93.67154164
908128050,42.01934992,-93.67165428
908127120,42.02044166,-93.67268549
908127100,42.02016945,-93.67244614
908127070,42.02024936,-93.67167171
908127060,42.02044519,-93.6719686
908127050,42.02068338,-93.67192295
908127040,42.02086227,-93.67176374
908103350,42.01990322,-93.67556349
908103320,42.02049749,-93.67549413
908103310,42.02051662,-93.67526562
908103280,42.02011271,-93.67470397
908103260,42.02025929,-93.67421082
908103090,42.02087001,-93.67593699
908102330,42.01976548,-93.67662761
908102320,42.02003158,-93.67670947
908102300,42.02064803,-93.67666437
908102290,42.02088251,-93.67667881
908102270,42.02102476,-93.6770692
908102260,42.02082338,-93.67706877
908102170,42.01983472,-93.67774153
908102160,42.02005194,-93.67786959
908102140,42.02045476,-93.6778705
908102130,42.02065614,-93.67787093
908102110,42.02105055,-93.67782363
908102100,42.02104756,-93.6783514
908102060,42.02032469,-93.67830916
908102050,42.02013648,-93.67830831
908102040,42.01993272,-93.67834689
908102030,42.01974908,-93.67825449
908102020,42.0195797,-93.67830234
907425035,42.01592935,-93.68244712
907425030,42.01592898,-93.68258322
907425015,42.01592764,-93.68299122
907425010,42.01591356,-93.68314085
907420110,42.01431399,-93.68353672
907420090,42.01393945,-93.68365167
907420080,42.01379634,-93.68380715
907420070,42.01363336,-93.68389486
907420060,42.01346916,-93.68398354
907420050,42.01330624,-93.68407149
907420040,42.01311541,-93.68417462
907418040,42.01536757,-93.68345791
907418020,42.01576496,-93.68342128
907418010,42.01597536,-93.68345919
907414080,42.0134254,-93.68496679
907414070,42.01349025,-93.68518761
907414060,42.01355461,-93.68540673
907414040,42.01368328,-93.68584502
907414030,42.01374862,-93.68606754
907414020,42.01384461,-93.68626618
907412090,42.01382663,-93.68445414
907412080,42.01393592,-93.68469324
907412070,42.01396749,-93.68492949
907412040,42.01417118,-93.68561682
907412020,42.01430911,-93.68609205
907412010,42.01432679,-93.68638503
907410130,42.01646796,-93.68411562
907410110,42.01600431,-93.6841158
907410100,42.01579294,-93.68411593
907410080,42.01540877,-93.68411605
907410050,42.01482359,-93.68414293
907410040,42.01462782,-93.68417572
907410020,42.0142748,-93.68429896
907405140,42.01540048,-93.68701843
907405130,42.01521666,-93.68701812
907405030,42.01555603,-93.68741588
907405020,42.01572114,-93.68740241
907401090,42.01421019,-93.68782863
907401080,42.01427102,-93.68798454
907401060,42.01459741,-93.68816556
907401050,42.01478726,-93.6881666
907295100,42.01642651,-93.68054328
907295040,42.01705326,-93.67937633
907295020,42.01745572,-93.67914607
907290260,42.0164206,-93.68346053
907290250,42.01642115,-93.68312976
907290240,42.01642158,-93.68299402
907290230,42.01642194,-93.68285786
907290210,42.01645583,-93.68258681
907290180,42.01642426,-93.68217711
907290170,42.01645742,-93.68204436
907290160,42.01642505,-93.68190484
907290150,42.01645851,-93.68177502
907290140,42.01642584,-93.68163252
907290090,42.01670932,-93.68165361
907290080,42.01670853,-93.68192191
907290070,42.01670768,-93.68218406
907290040,42.01696726,-93.68281824
907290020,42.01736862,-93.68298061
907285100,42.01764533,-93.67985589
907285080,42.01764375,-93.68042626
907285050,42.01764113,-93.68119904
907285040,42.01764033,-93.68147503
907285020,42.01763838,-93.68203528
907285010,42.01763741,-93.68233887
907280170,42.01817413,-93.68178983
907280100,42.0182577,-93.67977714
907280090,42.01857397,-93.67989886
907280040,42.01852435,-93.68152531
907275150,42.0190843,-93.68251575
907275140,42.01908576,-93.68222117
907275090,42.01909131,-93.68088704
907275080,42.01909283,-93.68061837
907275030,42.01856665,-93.67947111
907275010,42.01814841,-93.67915033
907270050,42.01691411,-93.68364826
907270040,42.01708288,-93.6836819
907265100,42.01667988,-93.68418023
907265030,42.01675168,-93.68582332
907265010,42.01675083,-93.68634767
907262080,42.01588741,-93.68817136
907262070,42.01609153,-93.68797857
907262060,42.01624592,-93.68800521
907262050,42.01631845,-93.6878638
907262030,42.01643956,-93.68738821
907262020,42.0164398,-93.68714532
907260050,42.01674864,-93.68796681
907260040,42.01671456,-93.6877224
907260030,42.01671487,-93.68746622
907260010,42.01671554,-93.68692901
907255060,42.01802956,-93.68537649
907255050,42.0180401,-93.68559646
907255030,42.01774401,-93.68564601
907255020,42.0174665,-93.68582947
907255010,42.01724007,-93.68582862
907254090,42.01800603,-93.68319607
907254050,42.0180821,-93.68439995
907254020,42.01764198,-93.68447456
907253130,42.01848486,-93.68409429
907253110,42.01848266,-93.68468831
907253060,42.0183629,-93.68640886
907252220,42.01912642,-93.68277911
907252210,42.01908113,-93.68307667
907252190,42.01907906,-93.68359036
907252120,42.01911039,-93.68553777
907252060,42.01829018,-93.68673562
907252050,42.01816463,-93.68678419
907252020,42.01746401,-93.68696698
907251100,42.01723678,-93.68743106
907251090,42.01746321,-93.68743179
907250070,42.01723581,-93.68812491
907250050,42.01767489,-93.68812595
907250030,42.01811391,-93.68812741
907250020,42.01832249,-93.68817562
907230240,42.02137437,-93.68182238
907227300,42.02069271,-93.68359176
907227290,42.02086343,-93.68356031
907227110,42.02134225,-93.6829196
907227100,42.02117988,-93.6829185
907227090,42.02101708,-93.68291783
907227080,42.02085343,-93.68291753
907227060,42.02053052,-93.68291698
907227050,42.02030574,-93.68306631
907227030,42.02005286,-93.68306935
907203110,42.02152638,-93.68479442
907203090,42.02120591,-93.68430079
907203070,42.02127423,-93.68373414
907203060,42.02127521,-93.6834971
907203040,42.02169217,-93.68358493
907203010,42.02180072,-93.68460596
907202240,42.02081564,-93.68464455
907202220,42.02120249,-93.68507217
907202190,42.02067582,-93.68550065
907202160,42.01989152,-93.68593315
907202140,42.0199109,-93.68542525
907202130,42.01981942,-93.68508247
907202100,42.01966247,-93.68472476
907202080,42.01954398,-93.68499025
907202050,42.01951528,-93.68570063
907202010,42.01940666,-93.68673976
907201280,42.0196632,-93.68695223
907201230,42.01973915,-93.68766663
907201220,42.01966674,-93.68781803
907201160,42.02026734,-93.68754735
907201060,42.02103671,-93.68699789
907200340,42.02157252,-93.68795834
907200290,42.0223642,-93.68773428
907200280,42.02234616,-93.68756838
907200270,42.02222523,-93.68751523
907200250,42.02183387,-93.68731745
907200230,42.02157435,-93.68724278
907200190,42.02155375,-93.68633896
907200170,42.02140363,-93.68591176
907200130,42.02207737,-93.68572562
907200110,42.02207036,-93.68639485
907196060,42.01573205,-93.6885735
907196050,42.01598249,-93.6887655
907196040,42.0161289,-93.68888624
907196020,42.01670006,-93.68892701
907194160,42.01598341,-93.69236087
907194130,42.01607733,-93.69164916
907194110,42.0158364,-93.69101345
907194020,42.01600389,-93.68921707
907194010,42.01568719,-93.68949574
907192150,42.01638952,-93.69308496
907192130,42.01619356,-93.69252519
907192120,42.01621916,-93.69223556
907192090,42.01641896,-93.69158876
907192040,42.01686493,-93.6903931
907192030,42.01693301,-93.6901529
907192020,42.0170131,-93.68992306
907192010,42.01707161,-93.68949659
907187080,42.01770677,-93.6890956
907187060,42.01779783,-93.68877756
907187040,42.01800676,-93.68895359
907187030,42.01797538,-93.68917374
907187010,42.01792424,-93.68968237
907185060,42.0184759,-93.68874995
907185050,42.01844067,-93.6890149
907181140,42.01727713,-93.69074204
907181120,42.01714463,-93.69121142
907181100,42.01706302,-93.69170005
907181090,42.01703376,-93.69194971
907180130,42.01734509,-93.69118033
907180120,42.01742158,-93.6909127
907180050,42.01797422,-93.69128267
907180040,42.01791394,-93.69153049
907176010,42.0187868,-93.69029857
907175100,42.01866612,-93.69088211
907175080,42.01837125,-93.69126975
907175060,42.01827086,-93.69180452
907175030,42.01835199,-93.69259437
907135260,42.01879869,-93.69206636
907135230,42.01879064,-93.69274419
907135180,42.01953429,-93.69297824
907135170,42.01969916,-93.69297897
907135080,42.0199145,-93.6919071
907135050,42.01938125,-93.69220155
907135040,42.01912172,-93.6922589
907135020,42.01931951,-93.69172876
907131190,42.02018609,-93.69129346
907131120,42.02080205,-93.69062697
907131090,42.0207102,-93.690245
907131070,42.02094126,-93.69030174
907131060,42.02112655,-93.69044503
907130110,42.02121048,-93.68926151
907130100,42.02124802,-93.68952213
907130060,42.02191134,-93.69014821
907126050,42.02091694,-93.69309142
907126030,42.02095882,-93.6926293
907126010,42.02092858,-93.69203126
907125120,42.02151407,-93.69286779
907125090,42.02151364,-93.69212073
907125080,42.02185057,-93.69216937
907125040,42.02222475,-93.69278271
907125020,42.0222849,-93.69247467
906477110,42.02403557,-93.68232918
906476140,42.02458985,-93.68121715
906476030,42.02577856,-93.67919623
906475200,42.02589302,-93.68433437
906475170,42.02502442,-93.68403474
906475110,42.02480683,-93.68232552
906475100,42.02506239,-93.68251099
906475070,42.02539372,-93.68252068
906475050,42.02529297,-93.68230559
906426210,42.02754647,-93.67982072
906426195,42.02758414,-93.67923365
906426090,42.02794844,-93.68180842
906426060,42.02825233,-93.68355336
906425045,42.02988287,-93.68027254
906424010,42.03039722,-93.68126956
906420130,42.02948645,-93.68108293
906420020,42.03013977,-93.68248619
906412050,42.02704942,-93.68638674
906412010,42.02780734,-93.68725034
906403060,42.02969185,-93.68491236
906402200,42.03033646,-93.68286767
906402070,42.02912855,-93.68520638
906402060,42.02940118,-93.68546688
906394060,42.02328095,-93.68875739
906394050,42.02352585,-93.68877714
906394040,42.02371759,-93.68878329
906394020,42.02414363,-93.68878561
906394010,42.02437573,-93.68878683
906392130,42.02352371,-93.6894947
906392120,42.02371546,-93.68948251
906392110,42.02392848,-93.68948367
906392100,42.02414796,-93.68954005
906392090,42.02437037,-93.68948605
906392080,42.02431356,-93.68985443
906392070,42.02432728,-93.6901106
906385020,42.02476526,-93.69244675
906385010,42.02476874,-93.69216401
906382060,42.02501376,-93.68879024
906382050,42.0252141,-93.68879134
906382040,42.02541444,-93.68878658
906382030,42.02562131,-93.68882492
906382020,42.02587004,-93.68879372
906380220,42.02476319,-93.69157084
906380210,42.02476599,-93.69127023
906380200,42.02476886,-93.69103326
906380190,42.02477179,-93.69079629
906380180,42.02477471,-93.69055931
906380170,42.02481707,-93.6903469
906380160,42.02479446,-93.69006727
906380150,42.0248136,-93.68978671
906380140,42.02476136,-93.68945137
906380130,42.02496859,-93.68950031
906380120,42.0251576,-93.6894535
906380110,42.02541005,-93.68940718
906380100,42.02596598,-93.68932075
906380070,42.02544406,-93.69006282
906380060,42.0252965,-93.69027852
906380050,42.02518905,-93.69054286
906380040,42.02512883,-93.69080848
906380030,42.02511,-93.69108415
906380010,42.02509896,-93.69164069
906378190,42.02557559,-93.69183884
906378170,42.02560046,-93.69127243
906378150,42.02571706,-93.69067646
906378120,42.02606941,-93.69000138
906378110,42.02618613,-93.68979403
906378100,42.02635319,-93.68958856
906340130,42.0266911,-93.68885637
